X,Y,x,sqx,xy,te
235.8,192.2,-341.40000000000003,116553.96000000002,-65617.08,7951.053559711493
236.4,3056.3,-340.80000000000007,116144.64000000004,-1041587.0400000003,7925.850993532218
237,3152,-340.20000000000005,115736.04000000004,-1072310.4000000001,7900.692759043671
237.6,1235.9,-339.6,115328.16000000002,-419711.6400000001,7875.578856245851
238.2,0,-339.00000000000006,114921.00000000004,0,7850.509285138763
238.8,1924.7,-338.40000000000003,114514.56000000003,-651318.4800000001,7825.484045722401
239.4,969.4,-337.80000000000007,114108.84000000004,-327463.32000000007,7800.503137996769
240,2527.9,-337.20000000000005,113703.84000000003,-852407.8800000001,7775.566561961864
240.6,2527.9,-336.6,113299.56000000001,-850891.1400000001,7750.674317617689
241.2,1191,-336.00000000000006,112896.00000000004,-400176.00000000006,7725.826404964244
241.8,2762.5,-335.40000000000003,112493.16000000002,-926542.5000000001,7701.022824001525
242.4,3048.6,-334.80000000000007,112091.04000000005,-1020671.2800000001,7676.263574729538
243,1830.6,-334.20000000000005,111689.64000000003,-611786.52,7651.548657148276
243.6,1830.6,-333.6,111288.96000000002,-610688.16,7626.8780712577445
244.2,1358.4,-333.00000000000006,110889.00000000004,-452347.2000000001,7602.251817057943
244.8,1358.4,-332.40000000000003,110489.76000000002,-451532.1600000001,7577.669894548868
245.4,0,-331.80000000000007,110091.24000000005,0,7553.132303730525
246,0.1,-331.20000000000005,109693.44000000003,-33.120000000000005,7528.639044602907
246.6,0,-330.6,109296.36000000002,0,7504.190117166018
247.2,0,-330.00000000000006,108900.00000000004,0,7479.785521419861
247.8,0,-329.40000000000003,108504.36000000003,0,7455.425257364429
248.4,0,-328.80000000000007,108109.44000000005,0,7431.109324999728
249,0,-328.20000000000005,107715.24000000003,0,7406.837724325755
249.6,0,-327.6,107321.76000000001,0,7382.610455342509
250.2,0,-327.00000000000006,106929.00000000004,0,7358.427518049995
250.8,0.1,-326.40000000000003,106536.96000000002,-32.64000000000001,7334.288912448207
251.4,0,-325.80000000000007,106145.64000000004,0,7310.194638537151
252,0,-325.20000000000005,105755.04000000002,0,7286.14469631682
252.6,0,-324.6,105365.16000000002,0,7262.139085787219
253.2,0,-324.00000000000006,104976.00000000004,0,7238.177806948349
253.8,0,-323.40000000000003,104587.56000000003,0,7214.260859800204
254.4,0,-322.80000000000007,104199.84000000004,0,7190.388244342791
255,0,-322.20000000000005,103812.84000000003,0,7166.5599605761045
255.6,0.1,-321.6,103426.56000000001,-32.160000000000004,7142.776008500146
256.2,0,-321.00000000000006,103041.00000000004,0,7119.03638811492
256.8,0,-320.40000000000003,102656.16000000002,0,7095.341099420419
257.4,0,-319.80000000000007,102272.04000000004,0,7071.690142416649
258,0,-319.20000000000005,101888.64000000003,0,7048.083517103606
258.6,0,-318.6,101505.96000000002,0,7024.5212234812925
259.2,0,-318.00000000000006,101124.00000000003,0,7001.003261549708
259.8,0,-317.40000000000003,100742.76000000002,0,6977.529631308852
260.4,0,-316.80000000000007,100362.24000000005,0,6954.100332758726
261,0,-316.20000000000005,99982.44000000003,0,6930.715365899327
261.6,0,-315.6,99603.36000000002,0,6907.374730730655
262.2,0.1,-315.00000000000006,99225.00000000003,-31.500000000000007,6884.078427252715
262.8,0,-314.40000000000003,98847.36000000002,0,6860.826455465502
263.4,2728.4,-313.80000000000007,98470.44000000005,-856171.9200000002,6837.61881536902
264,2164.4,-313.20000000000005,98094.24000000003,-677890.0800000001,6814.455506963264
264.6,255.6,-312.6,97718.76000000001,-79900.56,6791.336530248236
265.2,51.2,-312.00000000000006,97344.00000000003,-15974.400000000003,6768.26188522394
265.8,0.1,-311.40000000000003,96969.96000000002,-31.140000000000004,6745.23157189037
266.4,0,-310.80000000000007,96596.64000000004,0,6722.245590247531
267,0,-310.20000000000005,96224.04000000002,0,6699.303940295419
267.6,0,-309.6,95852.16000000002,0,6676.406622034036
268.2,2092.8,-309.00000000000006,95481.00000000003,-646675.2000000002,6653.553635463382
268.8,2088,-308.40000000000003,95110.56000000003,-643939.2000000001,6630.744980583458
269.4,0,-307.80000000000007,94740.84000000004,0,6607.9806573942615
270,0,-307.20000000000005,94371.84000000003,0,6585.260665895793
270.6,11.1,-306.6,94003.56000000001,-3403.26,6562.585006088053
271.2,11.1,-306.00000000000006,93636.00000000003,-3396.6000000000004,6539.953677971043
271.8,0,-305.40000000000003,93269.16000000002,0,6517.366681544761
272.4,2.7,-304.80000000000007,92903.04000000004,-822.9600000000003,6494.82401680921
273,8.8,-304.20000000000005,92537.64000000003,-2676.9600000000005,6472.325683764385
273.6,8.8,-303.6,92172.96000000002,-2671.6800000000003,6449.8716824102885
274.2,19.1,-303.00000000000006,91809.00000000003,-5787.300000000001,6427.4620127469225
274.8,3.4,-302.40000000000003,91445.76000000002,-1028.16,6405.096674774284
275.4,5.3,-301.80000000000007,91083.24000000003,-1599.5400000000004,6382.775668492375
276,5.3,-301.20000000000005,90721.44000000003,-1596.3600000000001,6360.498993901194
276.6,0,-300.6,90360.36000000002,0,6338.266651000741
277.2,0,-300.00000000000006,90000.00000000003,0,6316.078639791019
277.8,0,-299.40000000000003,89640.36000000002,0,6293.934960272023
278.4,0,-298.80000000000007,89281.44000000005,0,6271.83561244376
279,0,-298.20000000000005,88923.24000000003,0,6249.780596306222
279.6,0,-297.6,88565.76000000001,0,6227.769911859412
280.2,0,-297.00000000000006,88209.00000000003,0,6205.803559103333
280.8,0,-296.40000000000003,87852.96000000002,0,6183.881538037982
281.4,0,-295.80000000000007,87497.64000000004,0,6162.003848663361
282,0,-295.20000000000005,87143.04000000002,0,6140.170490979466
282.6,0,-294.6,86789.16000000002,0,6118.381464986302
283.2,0,-294.00000000000006,86436.00000000003,0,6096.636770683866
283.8,0,-293.40000000000003,86083.56000000003,0,6074.936408072159
284.4,0,-292.80000000000007,85731.84000000004,0,6053.280377151181
285,0,-292.20000000000005,85380.84000000003,0,6031.66867792093
285.6,0,-291.6,85030.56000000001,0,6010.1013103814075
286.2,0,-291.00000000000006,84681.00000000003,0,5988.578274532617
286.8,0,-290.40000000000003,84332.16000000002,0,5967.099570374552
287.4,0,-289.80000000000007,83984.04000000004,0,5945.6651979072185
288,0.1,-289.20000000000005,83636.64000000003,-28.920000000000005,5924.275157130612
288.6,0,-288.6,83289.96,0,5902.929448044732
289.2,0,-288.00000000000006,82944.00000000003,0,5881.6280706495845
289.8,0,-287.40000000000003,82598.76000000002,0,5860.371024945164
290.4,0,-286.80000000000007,82254.24000000003,0,5839.158310931473
291,0,-286.20000000000005,81910.44000000003,0,5817.989928608511
291.6,0,-285.6,81567.36000000002,0,5796.865877976275
292.2,0,-285.00000000000006,81225.00000000003,0,5775.786159034771
292.8,0,-284.40000000000003,80883.36000000002,0,5754.7507717839935
293.4,0,-283.80000000000007,80542.44000000005,0,5733.759716223948
294,0,-283.20000000000005,80202.24000000002,0,5712.812992354628
294.6,0,-282.6,79862.76000000001,0,5691.9106001760365
295.2,0,-282.00000000000006,79524.00000000003,0,5671.052539688176
295.8,0,-281.40000000000003,79185.96000000002,0,5650.238810891042
296.4,0,-280.80000000000007,78848.64000000004,0,5629.469413784639
297,0,-280.20000000000005,78512.04000000002,0,5608.744348368962
297.6,0,-279.6,78176.16000000002,0,5588.063614644016
298.2,0,-279.00000000000006,77841.00000000003,0,5567.427212609798
298.8,0,-278.40000000000003,77506.56000000001,0,5546.835142266307
299.4,0,-277.80000000000007,77172.84000000004,0,5526.287403613548
300,0,-277.20000000000005,76839.84000000003,0,5505.783996651516
300.6,642.4,-276.6,76507.56000000001,-177687.84,5485.324921380212
301.2,2025.9,-276.00000000000006,76176.00000000003,-559148.4000000001,5464.910177799638
301.8,1336.5,-275.40000000000003,75845.16000000002,-368072.10000000003,5444.539765909792
302.4,1336.5,-274.80000000000007,75515.04000000004,-367270.20000000007,5424.213685710676
303,0,-274.20000000000005,75185.64000000003,0,5403.9319372022865
303.6,0,-273.6,74856.96,0,5383.694520384626
304.2,0,-273.00000000000006,74529.00000000003,0,5363.501435257696
304.8,0,-272.40000000000003,74201.76000000002,0,5343.352681821494
305.4,0,-271.80000000000007,73875.24000000003,0,5323.248260076021
306,0,-271.20000000000005,73549.44000000003,0,5303.188170021276
306.6,0,-270.6,73224.36000000002,0,5283.172411657259
307.2,0,-270.00000000000006,72900.00000000003,0,5263.200984983972
307.8,267.1,-269.40000000000003,72576.36000000002,-71956.74000000002,5243.273890001413
308.4,3158.7,-268.80000000000007,72253.44000000003,-849058.5600000002,5223.391126709584
309,2164.8,-268.20000000000005,71931.24000000002,-580599.3600000001,5203.552695108482
309.6,418.3,-267.6,71609.76000000001,-111937.08000000002,5183.758595198109
310.2,3056.9,-267.00000000000006,71289.00000000003,-816192.3000000002,5164.0088269784665
310.8,2924.8,-266.40000000000003,70968.96000000002,-779166.7200000002,5144.3033904495505
311.4,3085.1,-265.80000000000007,70649.64000000004,-820019.5800000002,5124.642285611366
312,3085.1,-265.20000000000005,70331.04000000002,-818168.5200000001,5105.025512463907
312.6,0,-264.6,70013.16000000002,0,5085.453071007178
313.2,0,-264.00000000000006,69696.00000000003,0,5065.924961241179
313.8,0,-263.40000000000003,69379.56000000001,0,5046.441183165906
314.4,0,-262.80000000000007,69063.84000000004,0,5027.001736781365
315,0,-262.20000000000005,68748.84000000003,0,5007.60662208755
315.6,3129.5,-261.6,68434.56000000001,-818677.2000000001,4988.255839084464
316.2,3151.7,-261.00000000000006,68121.00000000003,-822593.7000000002,4968.949387772108
316.8,1831.2,-260.40000000000003,67808.16000000002,-476844.4800000001,4949.68726815048
317.4,0,-259.80000000000007,67496.04000000004,0,4930.469480219582
318,687.7,-259.20000000000005,67184.64000000003,-178251.84000000005,4911.296023979411
318.6,3153.7,-258.6,66873.96,-815546.8200000001,4892.166899429968
319.2,2519.4,-258.00000000000006,66564.00000000003,-650005.2000000002,4873.082106571256
319.8,277.5,-257.40000000000003,66254.76000000002,-71428.50000000001,4854.041645403271
320.4,3160,-256.80000000000007,65946.24000000003,-811488.0000000002,4835.045515926016
321,2848.8,-256.20000000000005,65638.44000000002,-729862.5600000002,4816.093718139488
321.6,3058.9,-255.60000000000002,65331.360000000015,-781854.8400000001,4797.186252043691
322.2,620,-255.00000000000006,65025.00000000003,-158100.00000000003,4778.323117638622
322.8,0,-254.40000000000003,64719.360000000015,0,4759.50431492428
323.4,0.1,-253.80000000000007,64414.44000000003,-25.38000000000001,4740.729843900669
324,0,-253.20000000000005,64110.24000000002,0,4721.999704567786
324.6,0,-252.60000000000002,63806.76000000001,0,4703.31389692563
325.2,0,-252.00000000000006,63504.00000000003,0,4684.672420974205
325.8,0,-251.40000000000003,63201.960000000014,0,4666.075276713507
326.4,0.1,-250.80000000000007,62900.640000000036,-25.08000000000001,4647.522464143541
327,0,-250.20000000000005,62600.04000000002,0,4629.0139832643
327.6,471.8,-249.60000000000002,62300.16000000001,-117761.28000000001,4610.549834075789
328.2,3155.6,-249.00000000000006,62001.00000000003,-785744.4000000001,4592.130016578008
328.8,3152.4,-248.40000000000003,61702.56000000002,-783056.1600000001,4573.754530770953
329.4,1674.2,-247.80000000000007,61404.84000000003,-414866.7600000001,4555.4233766546295
330,923.7,-247.20000000000005,61107.840000000026,-228338.64000000004,4537.136554229032
330.6,923.7,-246.60000000000002,60811.56000000001,-227784.42000000004,4518.894063494165
331.2,1656.3,-246.00000000000006,60516.00000000003,-407449.8000000001,4500.695904450027
331.8,0,-245.40000000000003,60221.16000000002,0,4482.542077096617
332.4,0,-244.80000000000007,59927.04000000003,0,4464.432581433935
333,48.7,-244.20000000000005,59633.64000000002,-11892.540000000003,4446.367417461983
333.6,3092.6,-243.60000000000002,59340.960000000014,-753357.3600000001,4428.346585180759
334.2,2881.6,-243.00000000000006,59049.00000000003,-700228.8000000002,4410.370084590265
334.8,2503.2,-242.40000000000003,58757.76000000002,-606775.68,4392.437915690497
335.4,0,-241.80000000000007,58467.240000000034,0,4374.550078481461
336,0,-241.20000000000005,58177.440000000024,0,4356.706572963151
336.6,0,-240.60000000000002,57888.36000000001,0,4338.90739913557
337.2,0,-240.00000000000006,57600.00000000003,0,4321.15255699872
337.8,0,-239.40000000000003,57312.360000000015,0,4303.442046552596
338.4,0,-238.80000000000007,57025.44000000003,0,4285.775867797203
339,2049.7,-238.20000000000005,56739.24000000002,-488238.54000000004,4268.154020732537
339.6,2978.1,-237.60000000000002,56453.76000000001,-707596.56,4250.5765053586
340.2,1.2,-237.00000000000006,56169.00000000003,-284.40000000000003,4233.043321675394
340.8,0,-236.40000000000003,55884.960000000014,0,4215.554469682914
341.4,0,-235.80000000000007,55601.640000000036,0,4198.109949381164
342,0,-235.20000000000005,55319.04000000002,0,4180.709760770142
342.6,0.1,-234.60000000000002,55037.16000000001,-23.460000000000004,4163.353903849848
343.2,0,-234.00000000000006,54756.00000000003,0,4146.042378620285
343.8,1390.7,-233.40000000000003,54475.56000000002,-324589.38000000006,4128.775185081448
344.4,2941.8,-232.80000000000007,54195.84000000003,-684851.0400000003,4111.552323233343
345,2404.8,-232.20000000000005,53916.84000000002,-558394.5600000002,4094.373793075964
345.6,2478,-231.60000000000002,53638.56000000001,-573904.8,4077.2395946093143
346.2,1054.9,-231.00000000000006,53361.00000000003,-243681.90000000008,4060.1497278333945
346.8,3152.6,-230.40000000000003,53084.16000000002,-726359.04,4043.104192748202
347.4,3152.6,-229.80000000000007,52808.04000000003,-724467.4800000002,4026.1029893537393
348,2833.3,-229.20000000000005,52532.64000000002,-649392.3600000002,4009.1461176500043
348.6,1347,-228.60000000000002,52257.960000000014,-307924.2,3992.233577636998
349.2,0,-228.00000000000006,51984.00000000003,0,3975.3653693147216
349.8,0,-227.40000000000003,51710.76000000002,0,3958.5414926831727
350.4,0,-226.80000000000007,51438.240000000034,0,3941.761947742354
351,0,-226.20000000000005,51166.440000000024,0,3925.0267344922627
351.6,0,-225.60000000000002,50895.36000000001,0,3908.3358529328993
352.2,0,-225.00000000000006,50625.00000000003,0,3891.6893030642673
352.8,0,-224.40000000000003,50355.360000000015,0,3875.0870848863615
353.4,0,-223.80000000000007,50086.44000000003,0,3858.5291983991865
354,0,-223.20000000000005,49818.24000000002,0,3842.0156436027382
354.6,0,-222.60000000000002,49550.76000000001,0,3825.546420497019
355.2,0,-222.00000000000006,49284.00000000002,0,3809.1215290820296
355.8,0,-221.40000000000003,49017.960000000014,0,3792.7409693577683
356.4,37.6,-220.80000000000007,48752.64000000003,-8302.080000000004,3776.4047413242365
357,3082.6,-220.20000000000005,48488.04000000002,-678788.5200000001,3760.1128449814323
357.6,3151.6,-219.60000000000002,48224.16000000001,-692091.3600000001,3743.8652803293567
358.2,2476.7,-219.00000000000006,47961.00000000002,-542397.3,3727.662047368011
358.8,0,-218.40000000000003,47698.56000000001,0,3711.503146097393
359.4,0,-217.80000000000007,47436.84000000003,0,3695.388576517505
360,0,-217.20000000000005,47175.84000000002,0,3679.318338628344
360.6,0,-216.60000000000002,46915.56000000001,0,3663.2924324299124
361.2,0,-216.00000000000006,46656.00000000002,0,3647.3108579222103
361.8,0,-215.40000000000003,46397.16000000002,0,3631.373615105236
362.4,282.6,-214.80000000000007,46139.04000000003,-60702.480000000025,3615.480703978991
363,3058.1,-214.20000000000005,45881.64000000002,-655045.0200000001,3599.632124543474
363.6,1948.3,-213.60000000000002,45624.96000000001,-416156.88000000006,3583.8278767986853
364.2,0,-213.00000000000006,45369.00000000002,0,3568.0679607446273
364.8,2534.3,-212.40000000000003,45113.76000000002,-538285.3200000002,3552.3523763812964
365.4,3152.1,-211.80000000000007,44859.24000000003,-667614.7800000001,3536.6811237086954
366,2070.3,-211.20000000000005,44605.44000000002,-437247.36000000016,3521.0542027268216
366.6,2273.7,-210.60000000000002,44352.36000000001,-478841.22000000003,3505.4716134356768
367.2,0,-210.00000000000006,44100.00000000002,0,3489.933355835262
367.8,0,-209.40000000000003,43848.360000000015,0,3474.4394299255746
368.4,0,-208.80000000000007,43597.44000000003,0,3458.9898357066177
369,0,-208.20000000000005,43347.24000000002,0,3443.5845731783875
369.6,0,-207.60000000000002,43097.76000000001,0,3428.2236423408863
370.2,1016.6,-207.00000000000006,42849.00000000002,-210436.20000000007,3412.907043194115
370.8,3152.2,-206.40000000000003,42600.960000000014,-650614.0800000001,3397.6347757380713
371.4,525,-205.80000000000007,42353.64000000003,-108045.00000000003,3382.4068399727576
372,1827,-205.20000000000005,42107.040000000015,-374900.4000000001,3367.223235898171
372.6,3152.5,-204.60000000000002,41861.16000000001,-645001.5000000001,3352.0839635143134
373.2,3152.2,-204.00000000000006,41616.00000000002,-643048.8000000002,3336.9890228211857
373.8,1905.6,-203.40000000000003,41371.56000000001,-387599.04000000004,3321.9384138187856
374.4,1378,-202.80000000000007,41127.840000000026,-279458.4000000001,3306.9321365071155
375,1378,-202.20000000000005,40884.84000000002,-278631.60000000003,3291.9701908861725
375.6,3181,-201.60000000000002,40642.56000000001,-641289.6000000001,3277.052576955959
376.2,2384.8,-201.00000000000006,40401.00000000002,-479344.80000000016,3262.1792947164745
376.8,537.4,-200.40000000000003,40160.16000000001,-107694.96000000002,3247.350344167718
377.4,0.1,-199.80000000000007,39920.04000000003,-19.980000000000008,3232.5657253096915
378,0,-199.20000000000005,39680.64000000002,0,3217.8254381423926
378.6,0,-198.60000000000002,39441.96000000001,0,3203.129482665822
379.2,0,-198.00000000000006,39204.00000000002,0,3188.4778588799813
379.8,0,-197.40000000000003,38966.76000000002,0,3173.8705667848685
380.4,0,-196.80000000000007,38730.24000000003,0,3159.3076063804856
381,0,-196.20000000000005,38494.44000000002,0,3144.78897766683
381.6,0,-195.60000000000002,38259.36000000001,0,3130.3146806439026
382.2,0,-195.00000000000006,38025.00000000002,0,3115.8847153117063
382.8,0,-194.40000000000003,37791.360000000015,0,3101.4990816702366
383.4,0,-193.80000000000007,37558.440000000024,0,3087.1577797194973
384,0,-193.20000000000005,37326.24000000002,0,3072.860809459485
384.6,0,-192.60000000000002,37094.76000000001,0,3058.608170890202
385.2,0.1,-192.00000000000006,36864.00000000002,-19.200000000000006,3044.399864011649
385.8,0.1,-191.40000000000003,36633.960000000014,-19.140000000000004,3030.2358888238227
386.4,0.1,-190.80000000000007,36404.64000000003,-19.08000000000001,3016.116245326727
387,0,-190.20000000000005,36176.040000000015,0,3002.0409335203585
387.6,0,-189.60000000000002,35948.16000000001,0,2988.009953404719
388.2,0,-189.00000000000006,35721.00000000002,0,2974.0233049798094
388.8,0,-188.40000000000003,35494.56000000001,0,2960.080988245627
389.4,0,-187.80000000000007,35268.840000000026,0,2946.183003202175
390,2366,-187.20000000000005,35043.84000000002,-442915.2000000001,2932.32934984945
390.6,3017.1,-186.60000000000002,34819.560000000005,-562990.8600000001,2918.5200281874536
391.2,2518.2,-186.00000000000006,34596.00000000002,-468385.2000000001,2904.7550382161876
391.8,1621.7,-185.40000000000003,34373.16000000001,-300663.18000000005,2891.034379935649
392.4,0,-184.80000000000007,34151.04000000002,0,2877.3580533458403
393,0,-184.20000000000005,33929.640000000014,0,2863.726058446759
393.6,0,-183.60000000000002,33708.96000000001,0,2850.1383952384067
394.2,2814.7,-183.00000000000006,33489.00000000002,-515090.10000000015,2836.5950637207843
394.8,2474.2,-182.40000000000003,33269.76000000001,-451294.0800000001,2823.096063893889
395.4,1429.2,-181.80000000000007,33051.24000000003,-259828.5600000001,2809.6413957577242
396,0,-181.20000000000005,32833.44000000002,0,2796.2310593122866
396.6,1673.6,-180.60000000000002,32616.360000000008,-302252.16000000003,2782.8650545575774
397.2,2635.8,-180.00000000000006,32400.000000000022,-474444.0000000002,2769.5433814935986
397.8,2893.3,-179.40000000000003,32184.36000000001,-519058.02000000014,2756.266040120347
398.4,805,-178.80000000000007,31969.440000000024,-143934.00000000006,2743.0330304378253
399,0,-178.20000000000005,31755.240000000016,0,2729.8443524460313
399.6,0,-177.60000000000002,31541.76000000001,0,2716.700006144966
400.2,0,-177.00000000000006,31329.000000000022,0,2703.599991534631
400.8,0,-176.40000000000003,31116.960000000014,0,2690.544308615023
401.4,0,-175.80000000000007,30905.640000000025,0,2677.532957386145
402,2456.6,-175.20000000000005,30695.040000000015,-430396.3200000001,2664.5659378479945
402.6,2492.6,-174.60000000000002,30485.160000000007,-435207.96,2651.6432500005726
403.2,822.8,-174.00000000000006,30276.00000000002,-143167.20000000004,2638.764893843881
403.8,3054.1,-173.40000000000003,30067.560000000012,-529580.9400000001,2625.9308693779167
404.4,2454.5,-172.80000000000007,29859.840000000022,-424137.60000000015,2613.141176602682
405,3142.5,-172.20000000000005,29652.840000000015,-541138.5000000001,2600.3958155181754
405.6,118.6,-171.60000000000002,29446.56000000001,-20351.760000000002,2587.6947861243975
406.2,118.6,-171.00000000000006,29241.00000000002,-20280.600000000006,2575.038088421349
406.8,3122.7,-170.40000000000003,29036.16000000001,-532108.0800000001,2562.4257224090284
407.4,2672.9,-169.80000000000007,28832.040000000023,-453858.4200000002,2549.857688087438
408,1512.9,-169.20000000000005,28628.640000000014,-255982.68000000008,2537.3339854565747
408.6,0,-168.60000000000002,28425.960000000006,0,2524.85461451644
409.2,0,-168.00000000000006,28224.00000000002,0,2512.4195752670353
409.8,0,-167.40000000000003,28022.760000000013,0,2500.0288677083586
410.4,0,-166.80000000000007,27822.240000000023,0,2487.6824918404113
411,0,-166.20000000000005,27622.440000000017,0,2475.3804476631917
411.6,0,-165.60000000000002,27423.360000000008,0,2463.1227351767006
412.2,0,-165.00000000000006,27225.00000000002,0,2450.9093543809395
412.8,0,-164.40000000000003,27027.36000000001,0,2438.740305275906
413.4,0,-163.80000000000007,26830.440000000024,0,2426.6155878616028
414,0,-163.20000000000005,26634.240000000016,0,2414.5352021380263
414.6,0,-162.60000000000002,26438.760000000006,0,2402.499148105179
415.2,0,-162.00000000000006,26244.00000000002,0,2390.5074257630617
415.8,0,-161.40000000000003,26049.96000000001,0,2378.560035111672
416.4,2722,-160.80000000000007,25856.64000000002,-437697.6000000002,2366.656976151012
417,3152,-160.20000000000005,25664.040000000015,-504950.40000000014,2354.7982488810794
417.6,3152,-159.60000000000002,25472.160000000007,-503059.20000000007,2342.9838533018756
418.2,448.8,-159.00000000000006,25281.00000000002,-71359.20000000003,2331.2137894134016
418.8,2157.7,-158.40000000000003,25090.560000000012,-341779.68000000005,2319.4880572156553
419.4,2097.7,-157.80000000000007,24900.840000000022,-331017.0600000001,2307.806656708639
420,0,-157.20000000000005,24711.840000000015,0,2296.16958789235
420.6,0,-156.60000000000002,24523.56000000001,0,2284.57685076679
421.2,3122.3,-156.00000000000006,24336.00000000002,-487078.8000000002,2273.0284453319596
421.8,2977.8,-155.40000000000003,24149.16000000001,-462750.1200000001,2261.524371587857
422.4,1943.6,-154.80000000000007,23963.040000000023,-300869.28000000014,2250.064629534484
423,0,-154.20000000000005,23777.640000000014,0,2238.649219171839
423.6,0,-153.60000000000002,23592.960000000006,0,2227.2781404999223
424.2,0,-153.00000000000006,23409.00000000002,0,2215.9513935187356
424.8,0,-152.40000000000003,23225.76000000001,0,2204.6689782282765
425.4,0.1,-151.80000000000007,23043.24000000002,-15.180000000000007,2193.430894628547
426,1145.9,-151.20000000000005,22861.440000000013,-173260.08000000007,2182.2371427195453
426.6,3152,-150.60000000000002,22680.360000000008,-474691.20000000007,2171.0877225012723
427.2,718.5,-150.00000000000006,22500.00000000002,-107775.00000000004,2159.982633973729
427.8,1737.9,-149.40000000000003,22320.36000000001,-259642.26000000007,2148.9218771369137
428.4,3052,-148.80000000000007,22141.44000000002,-454137.6000000002,2137.905451990828
429,3152.5,-148.20000000000005,21963.240000000013,-467200.5000000001,2126.93335853547
429.6,1358.2,-147.60000000000002,21785.760000000006,-200470.32000000004,2116.0055967708404
430.2,0,-147.00000000000006,21609.00000000002,0,2105.122166696941
430.8,1411.6,-146.40000000000003,21432.96000000001,-206658.24000000005,2094.283068313769
431.4,1411.6,-145.80000000000007,21257.64000000002,-205811.2800000001,2083.488301621327
432,2814.7,-145.20000000000005,21083.04000000001,-408694.4400000001,2072.7378666196123
432.6,2990.2,-144.60000000000002,20909.160000000007,-432382.92000000004,2062.031763308627
433.2,150.6,-144.00000000000006,20736.00000000002,-21686.40000000001,2051.3699916883706
433.8,0,-143.40000000000003,20563.56000000001,0,2040.7525517588424
434.4,0,-142.80000000000007,20391.84000000002,0,2030.1794435200436
435,0,-142.20000000000005,20220.840000000015,0,2019.650666971973
435.6,0.1,-141.60000000000002,20050.560000000005,-14.160000000000004,2009.1662221146307
436.2,0,-141.00000000000006,19881.000000000015,0,1998.7261089480185
436.8,0,-140.40000000000003,19712.16000000001,0,1988.3303274721338
437.4,0,-139.80000000000007,19544.04000000002,0,1977.9788776869786
438,0,-139.20000000000005,19376.640000000014,0,1967.6717595925516
438.6,0,-138.60000000000002,19209.960000000006,0,1957.408973188853
439.2,2688.7,-138.00000000000006,19044.000000000015,-371040.60000000015,1947.190518475884
439.8,2097.6,-137.40000000000003,18878.76000000001,-288210.24000000005,1937.0163954536429
440.4,430.8,-136.80000000000007,18714.24000000002,-58933.44000000003,1926.8866041221313
441,1736.9,-136.20000000000005,18550.440000000013,-236565.7800000001,1916.8011444813478
441.6,543.7,-135.60000000000002,18387.360000000008,-73725.72000000002,1906.7600165312929
442.2,2593.9,-135.00000000000006,18225.000000000015,-350176.5000000002,1896.7632202719674
442.8,1628.7,-134.40000000000003,18063.360000000008,-218897.28000000006,1886.81075570337
443.4,2277.7,-133.80000000000007,17902.440000000017,-304756.2600000001,1876.902622825502
444,0,-133.20000000000005,17742.240000000013,0,1867.0388216383622
444.6,1227.4,-132.60000000000002,17582.760000000006,-162753.24000000005,1857.2193521419508
445.2,154.2,-132.00000000000006,17424.000000000015,-20354.40000000001,1847.444214336269
445.8,1578.8,-131.40000000000003,17265.96000000001,-207454.32000000004,1837.7134082213151
446.4,1578.8,-130.80000000000007,17108.640000000018,-206507.0400000001,1828.0269337970908
447,3181.3,-130.20000000000005,16952.04000000001,-414205.2600000002,1818.3847910635945
447.6,204,-129.60000000000002,16796.160000000007,-26438.400000000005,1808.7869800208268
448.2,0,-129.00000000000006,16641.000000000015,0,1799.2335006687886
448.8,0,-128.40000000000003,16486.56000000001,0,1789.7243530074782
449.4,0,-127.80000000000007,16332.840000000018,0,1780.2595370368977
450,0,-127.20000000000005,16179.840000000011,0,1770.8390527570446
450.6,0,-126.60000000000002,16027.560000000005,0,1761.4629001679205
451.2,0,-126.00000000000006,15876.000000000015,0,1752.1310792695258
451.8,0.1,-125.40000000000003,15725.160000000009,-12.540000000000004,1742.8435900618592
452.4,0,-124.80000000000007,15575.040000000017,0,1733.6004325449221
453,0,-124.20000000000005,15425.640000000012,0,1724.4016067187126
453.6,0,-123.60000000000002,15276.960000000006,0,1715.2471125832321
454.2,0,-123.00000000000006,15129.000000000015,0,1706.136950138481
454.8,0,-122.40000000000003,14981.760000000007,0,1697.071119384458
455.4,0,-121.80000000000007,14835.240000000016,0,1688.0496203211644
456,0,-121.20000000000005,14689.440000000011,0,1679.0724529485988
456.6,0,-120.60000000000002,14544.360000000006,0,1670.139617266762
457.2,0,-120.00000000000006,14400.000000000015,0,1661.2511132756545
457.8,0,-119.40000000000003,14256.360000000008,0,1652.406940975275
458.4,0,-118.80000000000007,14113.440000000017,0,1643.6071003656248
459,0,-118.20000000000005,13971.24000000001,0,1634.851591446703
459.6,0,-117.60000000000002,13829.760000000006,0,1626.1404142185095
460.2,0.1,-117.00000000000006,13689.000000000013,-11.700000000000006,1617.4735686810454
460.8,0,-116.40000000000003,13548.960000000008,0,1608.8510548343097
461.4,0,-115.80000000000007,13409.640000000016,0,1600.2728726783034
462,0,-115.20000000000005,13271.04000000001,0,1591.7390222130248
462.6,0,-114.60000000000002,13133.160000000005,0,1583.2495034384751
