X,Y,x,sqx,xy,te
463.2,0.1,-114.00000000000006,12996.000000000013,-11.400000000000006,1574.8043163546547
463.8,0,-113.40000000000003,12859.560000000009,0,1566.4034609615624
464.4,0,-112.80000000000007,12723.840000000015,0,1558.0469372591997
465,0,-112.20000000000005,12588.840000000011,0,1549.7347452475647
465.6,0.1,-111.60000000000002,12454.560000000005,-11.160000000000004,1541.4668849266586
466.2,0,-111.00000000000006,12321.000000000013,0,1533.2433562964818
466.8,0.1,-110.40000000000003,12188.160000000007,-11.040000000000004,1525.064159357033
467.4,38.2,-109.80000000000007,12056.040000000015,-4194.360000000003,1516.929294108314
468,38.2,-109.20000000000005,11924.64000000001,-4171.440000000002,1508.8387605503226
468.6,0,-108.60000000000002,11793.960000000005,0,1500.79255868306
469.2,0,-108.00000000000006,11664.000000000013,0,1492.7906885065267
469.8,0,-107.40000000000003,11534.760000000007,0,1484.8331500207219
470.4,0,-106.80000000000007,11406.240000000014,0,1476.919943225646
471,0,-106.20000000000005,11278.44000000001,0,1469.0510681212984
471.6,0,-105.60000000000002,11151.360000000004,0,1461.2265247076793
472.2,511.1,-105.00000000000006,11025.000000000013,-53665.50000000003,1453.44631298479
472.8,716.5,-104.40000000000003,10899.360000000008,-74802.60000000002,1445.7104329526283
473.4,716.5,-103.80000000000007,10774.440000000015,-74372.70000000006,1438.0188846111964
474,0.1,-103.20000000000005,10650.240000000009,-10.320000000000006,1430.3716679604922
474.6,214.9,-102.60000000000002,10526.760000000004,-22048.740000000005,1422.7687830005166
475.2,43.9,-102.00000000000006,10404.000000000011,-4477.800000000002,1415.2102297312708
475.8,43.9,-101.40000000000003,10281.960000000006,-4451.460000000001,1407.6960081527527
476.4,0,-100.80000000000007,10160.640000000014,0,1400.2261182649645
477,0,-100.20000000000005,10040.04000000001,0,1392.800560067904
477.6,0,-99.60000000000002,9920.160000000005,0,1385.419333561572
478.2,0,-99.00000000000006,9801.000000000011,0,1378.0824387459697
478.8,0,-98.40000000000003,9682.560000000007,0,1370.7898756210952
479.4,776.8,-97.80000000000007,9564.840000000013,-75971.04000000005,1363.5416441869502
480,3151.5,-97.20000000000005,9447.84000000001,-306325.80000000016,1356.3377444435334
480.6,3152.6,-96.60000000000002,9331.560000000005,-304541.1600000001,1349.1781763908452
481.2,1949.3,-96.00000000000006,9216.000000000011,-187132.8000000001,1342.0629400288865
481.8,0,-95.40000000000003,9101.160000000007,0,1334.9920353576558
482.4,269.4,-94.80000000000007,8987.040000000014,-25539.120000000017,1327.9654623771544
483,3160.3,-94.20000000000005,8873.640000000009,-297700.2600000002,1320.983221087381
483.6,1568.1,-93.60000000000002,8760.960000000005,-146774.16000000003,1314.0453114883364
484.2,0,-93.00000000000006,8649.000000000011,0,1307.1517335800213
484.8,0,-92.40000000000003,8537.760000000006,0,1300.302487362434
485.4,0,-91.80000000000007,8427.240000000013,0,1293.4975728355762
486,2233.6,-91.20000000000005,8317.440000000008,-203704.3200000001,1286.7369899994465
486.6,3151.7,-90.60000000000002,8208.360000000004,-285544.0200000001,1280.0207388540457
487.2,1689.4,-90.00000000000006,8100.00000000001,-152046.00000000012,1273.348819399374
487.8,1267.1,-89.40000000000003,7992.360000000006,-113278.74000000003,1266.7212316354303
488.4,0,-88.80000000000007,7885.440000000012,0,1260.137975562216
489,0,-88.20000000000005,7779.240000000008,0,1253.59905117973
489.6,0,-87.60000000000002,7673.760000000004,0,1247.1044584879726
490.2,0,-87.00000000000006,7569.00000000001,0,1240.6541974869447
490.8,0,-86.40000000000003,7464.9600000000055,0,1234.2482681766446
491.4,0,-85.80000000000007,7361.640000000012,0,1227.886670557074
492,0,-85.20000000000005,7259.040000000008,0,1221.5694046282315
492.6,0,-84.60000000000002,7157.1600000000035,0,1215.2964703901175
493.2,0,-84.00000000000006,7056.00000000001,0,1209.0678678427332
493.8,0,-83.40000000000003,6955.560000000006,0,1202.8835969860768
494.4,0,-82.80000000000007,6855.840000000011,0,1196.7436578201496
495,0,-82.20000000000005,6756.840000000007,0,1190.6480503449507
495.6,0,-81.60000000000002,6658.560000000004,0,1184.5967745604805
496.2,0.1,-81.00000000000006,6561.000000000009,-8.100000000000007,1178.5898304667396
496.8,0,-80.40000000000003,6464.160000000005,0,1172.627218063727
497.4,0,-79.80000000000007,6368.040000000011,0,1166.7089373514434
498,0,-79.20000000000005,6272.640000000008,0,1160.8349883298881
498.6,0,-78.60000000000002,6177.960000000004,0,1155.0053709990616
499.2,0,-78.00000000000006,6084.000000000009,0,1149.220085358964
499.8,0.1,-77.40000000000003,5990.760000000006,-7.740000000000004,1143.479131409595
500.4,0,-76.80000000000007,5898.240000000011,0,1137.782509150955
501,0,-76.20000000000005,5806.440000000007,0,1132.1302185830432
501.6,0,-75.60000000000002,5715.360000000003,0,1126.5222597058603
502.2,0,-75.00000000000006,5625.000000000008,0,1120.9586325194066
502.8,0,-74.40000000000003,5535.360000000005,0,1115.439337023681
503.4,0,-73.80000000000007,5446.4400000000105,0,1109.9643732186846
504,0.1,-73.20000000000005,5358.240000000007,-7.320000000000005,1104.5337411044165
504.6,0.1,-72.60000000000002,5270.760000000003,-7.2600000000000025,1099.147440680877
505.2,2678.6,-72.00000000000006,5184.000000000008,-192859.20000000016,1093.805471948067
505.8,2806.2,-71.40000000000003,5097.960000000005,-200362.68000000008,1088.507834905985
506.4,0.4,-70.80000000000007,5012.640000000009,-28.32000000000003,1083.2545295546322
507,0,-70.20000000000005,4928.040000000006,0,1078.0455558940075
507.6,1753,-69.60000000000002,4844.1600000000035,-122008.80000000005,1072.8809139241118
508.2,3151.9,-69.00000000000006,4761.000000000008,-217481.10000000018,1067.7606036449451
508.8,977.7,-68.40000000000003,4678.560000000005,-66874.68000000004,1062.6846250565068
509.4,1266.2,-67.80000000000007,4596.840000000009,-85848.36000000009,1057.6529781587976
510,1266.2,-67.20000000000005,4515.8400000000065,-85088.64000000006,1052.6656629518168
510.6,2475.2,-66.60000000000002,4435.560000000003,-164848.32000000004,1047.7226794355645
511.2,2039.1,-66.00000000000006,4356.000000000007,-134580.60000000012,1042.8240276100414
511.8,0,-65.40000000000003,4277.160000000004,0,1037.9697074752467
512.4,0,-64.80000000000007,4199.040000000009,0,1033.159719031181
513,0,-64.20000000000005,4121.640000000006,0,1028.3940622778437
513.6,0,-63.60000000000002,4044.9600000000028,0,1023.6727372152351
514.2,0,-63,3969,0,1018.9957438433552
514.8,0,-62.40000000000009,3893.760000000011,0,1014.3630821622049
515.4,0,-61.80000000000007,3819.2400000000084,0,1009.7747521717824
516,3122.7,-61.200000000000045,3745.4400000000055,-191109.24000000014,1005.2307538720887
516.6,582.5,-60.60000000000002,3672.360000000003,-35299.500000000015,1000.7310872631236
517.2,2842.4,-60,3600,-170544,996.2757523448873
517.8,2108,-59.40000000000009,3528.3600000000106,-125215.20000000019,991.8647491173806
518.4,3119.7,-58.80000000000007,3457.4400000000082,-183438.3600000002,987.4980775806018
519,1876.9,-58.200000000000045,3387.2400000000052,-109235.58000000009,983.1757377345516
519.6,1116.9,-57.60000000000002,3317.7600000000025,-64333.44000000003,978.8977295792301
520.2,3152.3,-57,3249,-179681.1,974.6640531146375
520.8,2562.5,-56.40000000000009,3180.96000000001,-144525.00000000023,970.4747083407742
521.4,2331.2,-55.80000000000007,3113.6400000000076,-130080.96000000015,966.3296952576391
522,21.9,-55.200000000000045,3047.040000000005,-1208.880000000001,962.2290138652324
522.6,0,-54.60000000000002,2981.1600000000026,0,958.1726641635546
523.2,0,-54,2916,0,954.1606461526055
523.8,0,-53.40000000000009,2851.5600000000095,0,950.1929598323859
524.4,0,-52.80000000000007,2787.8400000000074,0,946.2696052028942
525,0,-52.200000000000045,2724.8400000000047,0,942.3905822641312
525.6,0,-51.60000000000002,2662.560000000002,0,938.555891016097
526.2,0,-51,2601,0,934.7655314587914
526.8,0,-50.40000000000009,2540.160000000009,0,931.0195035922154
527.4,0.1,-49.80000000000007,2480.040000000007,-4.9800000000000075,927.3178074163674
528,0,-49.200000000000045,2420.6400000000044,0,923.660442931248
528.6,0,-48.60000000000002,2361.9600000000023,0,920.0474101368574
529.2,0,-48,2304,0,916.4787090331954
529.8,0,-47.40000000000009,2246.7600000000084,0,912.9543396202629
530.4,0,-46.80000000000007,2190.2400000000066,0,909.4743018980585
531,0,-46.200000000000045,2134.440000000004,0,906.0385958665827
531.6,0,-45.60000000000002,2079.360000000002,0,902.6472215258357
532.2,0,-45,2025,0,899.3001788758173
532.8,0,-44.40000000000009,1971.360000000008,0,895.9974679165283
533.4,0,-43.80000000000007,1918.440000000006,0,892.7390886479675
534,0,-43.200000000000045,1866.2400000000039,0,889.5250410701353
534.6,0,-42.60000000000002,1814.760000000002,0,886.3553251830318
535.2,0.1,-42,1764,-4.2,883.2299409866571
535.8,0,-41.40000000000009,1713.9600000000075,0,880.1488884810117
536.4,0,-40.80000000000007,1664.6400000000056,0,877.1121676660944
537,0.1,-40.200000000000045,1616.0400000000036,-4.020000000000005,874.1197785419058
537.6,0,-39.60000000000002,1568.160000000002,0,871.171721108446
538.2,0,-39,1521,0,868.2679953657149
538.8,0.1,-38.40000000000009,1474.560000000007,-3.840000000000009,865.408601313713
539.4,0,-37.80000000000007,1428.8400000000051,0,862.5935389524393
540,0,-37.200000000000045,1383.8400000000033,0,859.8228082818944
540.6,0.1,-36.60000000000002,1339.5600000000018,-3.6600000000000024,857.0964093020781
541.2,0,-36,1296,0,854.4143420129906
541.8,0,-35.40000000000009,1253.1600000000064,0,851.7766064146323
542.4,0,-34.80000000000007,1211.0400000000047,0,849.1832025070022
543,1841.4,-34.200000000000045,1169.640000000003,-62975.880000000085,846.6341302901008
543.6,2149.2,-33.60000000000002,1128.9600000000016,-72213.12000000004,844.1293897639282
544.2,0,-33,1089,0,841.6689809284842
544.8,0,-32.40000000000009,1049.760000000006,0,839.2529037837695
545.4,0,-31.800000000000068,1011.2400000000043,0,836.8811583297829
546,0,-31.200000000000045,973.4400000000028,0,834.5537445665252
546.6,0,-30.600000000000023,936.3600000000014,0,832.2706624939962
547.2,0,-30,900,0,830.0319121121959
547.8,0,-29.40000000000009,864.3600000000054,0,827.8374934211246
548.4,0,-28.800000000000068,829.4400000000039,0,825.6874064207817
549,0,-28.200000000000045,795.2400000000025,0,823.5816511111675
549.6,0,-27.600000000000023,761.7600000000012,0,821.5202274922821
550.2,0,-27,729,0,819.5031355641254
550.8,0,-26.40000000000009,696.9600000000048,0,817.5303753266977
551.4,0,-25.800000000000068,665.6400000000035,0,815.6019467799985
552,0,-25.200000000000045,635.0400000000022,0,813.7178499240279
552.6,0,-24.600000000000023,605.1600000000011,0,811.8780847587859
553.2,0,-24,576,0,810.0826512842729
553.8,0,-23.40000000000009,547.5600000000043,0,808.3315495004888
554.4,0,-22.800000000000068,519.8400000000031,0,806.624779407433
555,0,-22.200000000000045,492.840000000002,0,804.962341005106
555.6,0,-21.600000000000023,466.56000000000097,0,803.3442342935078
556.2,0,-21,441,0,801.7704592726383
556.8,0,-20.40000000000009,416.1600000000037,0,800.2410159424977
557.4,0,-19.800000000000068,392.0400000000027,0,798.7559043030856
558,825.1,-19.200000000000045,368.64000000000175,-15841.920000000038,797.3151243544022
558.6,3160.7,-18.600000000000023,345.96000000000083,-58789.02000000007,795.9186760964476
559.2,3160.7,-18,324,-56892.6,794.5665595292216
559.8,3122.2,-17.40000000000009,302.7600000000032,-54326.28000000028,793.2587746527247
560.4,545.5,-16.800000000000068,282.2400000000023,-9164.400000000038,791.9953214669562
561,0,-16.200000000000045,262.4400000000015,0,790.7761999719163
561.6,0,-15.600000000000023,243.3600000000007,0,789.6014101676053
562.2,0.1,-15,225,-1.5,788.470952054023
562.8,0.1,-14.400000000000091,207.36000000000263,-1.4400000000000093,787.3848256311695
563.4,0,-13.800000000000068,190.44000000000187,0,786.3430308990446
564,0,-13.200000000000045,174.2400000000012,0,785.3455678576483
564.6,0,-12.600000000000023,158.76000000000056,0,784.392436506981
565.2,1716.4,-12,144,-20596.800000000003,783.4836368470421
565.8,3151.1,-11.400000000000091,129.96000000000208,-35922.540000000285,782.6191688778323
566.4,2125.2,-10.800000000000068,116.64000000000148,-22952.16000000014,781.799032599351
567,2848,-10.200000000000045,104.04000000000093,-29049.60000000013,781.0232280115985
567.6,271.7,-9.600000000000023,92.16000000000044,-2608.320000000006,780.2917551145746
568.2,271.7,-9,81,-2445.2999999999997,779.6046139082794
568.8,0,-8.400000000000091,70.56000000000152,0,778.961804392713
569.4,0,-7.800000000000068,60.84000000000106,0,778.3633265678753
570,0,-7.2000000000000455,51.84000000000066,0,777.8091804337663
570.6,0,-6.600000000000023,43.5600000000003,0,777.299365990386
571.2,0,-6,36,0,776.8338832377345
571.8,0.1,-5.400000000000091,29.16000000000098,-0.5400000000000091,776.4127321758118
572.4,769.7,-4.800000000000068,23.040000000000656,-3694.5600000000527,776.0359128046176
573,769.7,-4.2000000000000455,17.64000000000038,-3232.7400000000353,775.7034251241522
573.6,3181.8,-3.6000000000000227,12.960000000000164,-11454.480000000072,775.4152691344156
574.2,2736,-3,9,-8208,775.1714448354076
574.8,0.1,-2.400000000000091,5.760000000000437,-0.2400000000000091,774.9719522271284
575.4,2189.8,-1.8000000000000682,3.2400000000002454,-3941.6400000001495,774.8167913095779
576,1914.4,-1.2000000000000455,1.4400000000001092,-2297.280000000087,774.7059620827561
576.6,1914.4,-0.6000000000000227,0.3600000000000273,-1148.6400000000435,774.639464546663
577.2,3122.3,0,0,0,774.6172987012986
577.8,3122.3,0.599999999999909,0.35999999999989085,1873.3799999997161,774.639464546663
578.4,2417,1.1999999999999318,1.4399999999998363,2900.399999999835,774.7059620827561
579,2590.6,1.7999999999999545,3.2399999999998363,4663.079999999882,774.8167913095779
579.6,0,2.3999999999999773,5.7599999999998905,0,774.9719522271283
580.2,0,3,9,0,775.1714448354076
580.8,0.1,3.599999999999909,12.959999999999345,0.35999999999999094,775.4152691344156
581.4,0,4.199999999999932,17.63999999999943,0,775.7034251241522
582,0.1,4.7999999999999545,23.039999999999562,0.4799999999999955,776.0359128046176
582.6,0,5.399999999999977,29.159999999999755,0,776.4127321758117
583.2,0,6,36,0,776.8338832377345
583.8,0,6.599999999999909,43.5599999999988,0,777.299365990386
584.4,0,7.199999999999932,51.839999999999016,0,777.8091804337663
585,0,7.7999999999999545,60.83999999999929,0,778.3633265678752
585.6,0,8.399999999999977,70.55999999999962,0,778.9618043927129
586.2,0.1,9,81,0.9,779.6046139082794
586.8,0.1,9.599999999999909,92.15999999999825,0.959999999999991,780.2917551145744
587.4,0,10.199999999999932,104.03999999999861,0,781.0232280115982
588,0,10.799999999999955,116.63999999999902,0,781.7990325993509
588.6,0,11.399999999999977,129.95999999999947,0,782.6191688778322
589.2,0,12,144,0,783.4836368470421
589.8,0,12.599999999999909,158.75999999999772,0,784.3924365069807
590.4,2.9,13.199999999999932,174.2399999999982,38.2799999999998,785.3455678576482
591,2949,13.799999999999955,190.43999999999875,40696.199999999866,786.3430308990444
591.6,2949,14.399999999999977,207.35999999999933,42465.59999999993,787.3848256311693
592.2,0,15,225,0,788.470952054023
592.8,0,15.599999999999909,243.35999999999717,0,789.6014101676051
593.4,0,16.199999999999932,262.4399999999978,0,790.7761999719161
594,0,16.799999999999955,282.2399999999985,0,791.9953214669559
594.6,0,17.399999999999977,302.7599999999992,0,793.2587746527244
595.2,0,18,324,0,794.5665595292216
595.8,0,18.59999999999991,345.9599999999966,0,795.9186760964473
596.4,1869.6,19.199999999999932,368.63999999999737,35896.31999999987,797.315124354402
597,2957.2,19.799999999999955,392.0399999999982,58552.55999999986,798.7559043030853
597.6,3152.4,20.399999999999977,416.15999999999906,64308.959999999934,800.2410159424975
598.2,1755.9,21,441,36873.9,801.7704592726383
598.8,1064.1,21.59999999999991,466.5599999999961,22984.5599999999,803.3442342935075
599.4,3152.5,22.199999999999932,492.83999999999696,69985.49999999978,804.9623410051057
600,3152.4,22.799999999999955,519.8399999999979,71874.71999999986,806.6247794074327
600.6,1742,23.399999999999977,547.5599999999989,40762.79999999996,808.3315495004884
601.2,1210,24,576,29040,810.0826512842729
601.8,0,24.59999999999991,605.1599999999955,0,811.8780847587856
602.4,0,25.199999999999932,635.0399999999966,0,813.7178499240275
603,0,25.799999999999955,665.6399999999976,0,815.601946779998
603.6,0,26.399999999999977,696.9599999999988,0,817.5303753266974
604.2,0,27,729,0,819.5031355641254
604.8,0,27.59999999999991,761.759999999995,0,821.5202274922817
605.4,108,28.199999999999932,795.2399999999961,3045.5999999999926,823.5816511111672
606,3139.4,28.799999999999955,829.4399999999973,90414.71999999986,825.6874064207814
606.6,3139.4,29.399999999999977,864.3599999999986,92298.35999999993,827.8374934211242
607.2,1103.7,30,900,33111,830.0319121121959
607.8,0,30.59999999999991,936.3599999999944,0,832.2706624939957
608.4,0.1,31.199999999999932,973.4399999999957,3.1199999999999934,834.5537445665248
609,0,31.799999999999955,1011.239999999997,0,836.8811583297826
609.6,0,32.39999999999998,1049.7599999999986,0,839.252903783769
610.2,0,33,1089,0,841.6689809284842
610.8,0,33.59999999999991,1128.959999999994,0,844.1293897639277
611.4,0,34.19999999999993,1169.6399999999953,0,846.6341302901003
612,0,34.799999999999955,1211.0399999999968,0,849.1832025070016
612.6,1161.9,35.39999999999998,1253.1599999999985,41131.25999999998,851.7766064146318
613.2,1161.9,36,1296,41828.4,854.4143420129906
613.8,3,36.59999999999991,1339.5599999999934,109.79999999999973,857.0964093020776
614.4,0,37.19999999999993,1383.839999999995,0,859.8228082818938
615,2085.6,37.799999999999955,1428.8399999999965,78835.6799999999,862.5935389524388
615.6,987.1,38.39999999999998,1474.5599999999984,37904.63999999998,865.4086013137124
616.2,0,39,1521,0,868.2679953657149
616.8,508.5,39.59999999999991,1568.1599999999928,20136.599999999955,871.1717211084455
617.4,3155.9,40.19999999999993,1616.0399999999945,126867.17999999979,874.1197785419052
618,2546.9,40.799999999999955,1664.6399999999962,103913.51999999989,877.1121676660938
618.6,2546.9,41.39999999999998,1713.9599999999982,105441.65999999995,880.1488884810111
619.2,0,42,1764,0,883.2299409866571
619.8,0,42.59999999999991,1814.7599999999923,0,886.3553251830313
620.4,0,43.19999999999993,1866.239999999994,0,889.5250410701346
621,0,43.799999999999955,1918.439999999996,0,892.7390886479668
621.6,0,44.39999999999998,1971.359999999998,0,895.9974679165277
622.2,0,45,2025,0,899.3001788758173
622.8,0,45.59999999999991,2079.3599999999915,0,902.647221525835
623.4,0,46.19999999999993,2134.4399999999937,0,906.038595866582
624,0,46.799999999999955,2190.2399999999957,0,909.4743018980578
624.6,0,47.39999999999998,2246.759999999998,0,912.9543396202622
625.2,0,48,2304,0,916.4787090331954
625.8,921.6,48.59999999999991,2361.959999999991,44789.759999999915,920.0474101368567
626.4,921.6,49.19999999999993,2420.6399999999935,45342.719999999936,923.6604429312473
627,3181.2,49.799999999999955,2480.0399999999954,158423.75999999983,927.3178074163666
627.6,0.1,50.39999999999998,2540.1599999999976,5.039999999999998,931.0195035922147
628.2,0,51,2601,0,934.7655314587914
628.8,0,51.59999999999991,2662.5599999999904,0,938.5558910160962
629.4,0,52.19999999999993,2724.839999999993,0,942.3905822641304
630,0,52.799999999999955,2787.839999999995,0,946.2696052028934
630.6,889.5,53.39999999999998,2851.5599999999977,47499.29999999998,950.1929598323851
631.2,889.5,54,2916,48033,954.1606461526055
631.8,1722.7,54.59999999999991,2981.15999999999,94059.41999999985,958.1726641635538
632.4,3152.5,55.19999999999993,3047.0399999999927,174017.9999999998,962.2290138652317
633,717.3,55.799999999999955,3113.639999999995,40025.33999999997,966.3296952576381
633.6,717.3,56.39999999999998,3180.9599999999973,40455.71999999998,970.4747083407735
634.2,3126.8,57,3249,178227.6,974.6640531146375
634.8,2444.5,57.59999999999991,3317.7599999999893,140803.19999999978,978.8977295792293
635.4,968,58.19999999999993,3387.239999999992,56337.59999999993,983.1757377345508
636,968,58.799999999999955,3457.4399999999946,56918.39999999996,987.4980775806009
636.6,2704.7,59.39999999999998,3528.3599999999974,160659.17999999993,991.8647491173798
637.2,0,60,3600,0,996.2757523448873
637.8,0.1,60.59999999999991,3672.3599999999888,6.059999999999992,1000.7310872631228
638.4,0,61.19999999999993,3745.439999999992,0,1005.2307538720879
639,0,61.799999999999955,3819.2399999999943,0,1009.7747521717815
639.6,0,62.39999999999998,3893.759999999997,0,1014.363082162204
640.2,268.5,63,3969,16915.5,1018.9957438433552
640.8,268.5,63.59999999999991,4044.959999999988,17076.599999999977,1023.6727372152342
641.4,0,64.19999999999993,4121.639999999991,0,1028.3940622778427
642,0,64.79999999999995,4199.0399999999945,0,1033.1597190311802
642.6,882.7,65.39999999999998,4277.159999999997,57728.57999999998,1037.9697074752462
643.2,3153,66,4356,208098,1042.824027610041
643.8,2374.6,66.59999999999991,4435.559999999988,158148.35999999978,1047.7226794355636
644.4,2374.6,67.19999999999993,4515.839999999991,159573.11999999982,1052.6656629518159
645,0,67.79999999999995,4596.839999999994,0,1057.6529781587967
645.6,0,68.39999999999998,4678.559999999997,0,1062.6846250565063
646.2,0,69,4761,0,1067.7606036449447
646.8,80.1,69.59999999999991,4844.159999999987,5574.959999999993,1072.8809139241107
647.4,3103.9,70.19999999999993,4928.039999999991,217893.7799999998,1078.0455558940066
648,124,70.79999999999995,5012.639999999994,8779.199999999993,1083.2545295546313
648.6,0,71.39999999999998,5097.959999999996,0,1088.5078349059845
649.2,0,72,5184,0,1093.8054719480665
649.8,0,72.59999999999991,5270.759999999987,0,1099.1474406808761
650.4,0,73.19999999999993,5358.23999999999,0,1104.5337411044154
651,0,73.79999999999995,5446.439999999993,0,1109.9643732186837
651.6,1.4,74.39999999999998,5535.359999999997,104.15999999999997,1115.4393370236805
652.2,2900.6,75,5625,217545,1120.958632519406
652.8,1078.1,75.59999999999991,5715.359999999986,81504.3599999999,1126.5222597058591
653.4,1790.7,76.19999999999993,5806.43999999999,136451.33999999988,1132.1302185830423
654,3152.5,76.79999999999995,5898.239999999993,242111.99999999985,1137.782509150954
654.6,2135.8,77.39999999999998,5990.759999999997,165310.91999999995,1143.4791314095944
655.2,1666.2,78,6084,129963.6,1149.2200853589636
655.8,0,78.59999999999991,6177.9599999999855,0,1155.0053709990602
656.4,0,79.19999999999993,6272.639999999989,0,1160.834988329887
657,0,79.79999999999995,6368.039999999993,0,1166.7089373514423
657.6,0,80.39999999999998,6464.159999999996,0,1172.6272180637263
658.2,0,81,6561,0,1178.5898304667392
658.8,0,81.59999999999991,6658.559999999985,0,1184.5967745604794
659.4,0,82.19999999999993,6756.839999999989,0,1190.6480503449498
660,0,82.79999999999995,6855.839999999993,0,1196.7436578201487
660.6,0,83.39999999999998,6955.559999999996,0,1202.883596986076
661.2,0,84,7056,0,1209.0678678427325
661.8,0,84.59999999999991,7157.159999999984,0,1215.2964703901164
662.4,2802.4,85.19999999999993,7259.039999999988,238764.4799999998,1221.5694046282301
663,3152.2,85.79999999999995,7361.639999999992,270458.75999999983,1227.8866705570726
663.6,3151.2,86.39999999999998,7464.959999999996,272263.67999999993,1234.248268176644
664.2,654.3,87,7569,56924.1,1240.654197486944
664.8,1488.4,87.59999999999991,7673.759999999984,130383.83999999987,1247.1044584879714
665.4,3103.1,88.19999999999993,7779.239999999988,273693.4199999998,1253.5990511797288
666,47.9,88.79999999999995,7885.439999999992,4253.519999999998,1260.137975562215
666.6,94.7,89.39999999999998,7992.359999999996,8466.179999999998,1266.7212316354298
667.2,3128.4,90,8100,281556,1273.3488193993733
667.8,3128.4,90.59999999999991,8208.359999999984,283433.03999999975,1280.0207388540443
668.4,2629.7,91.19999999999993,8317.439999999988,239828.6399999998,1286.7369899994453
669,1021.9,91.79999999999995,8427.239999999993,93810.41999999995,1293.497572835575
669.6,284.2,92.39999999999998,8537.759999999997,26260.07999999999,1300.3024873624336
670.2,0,93,8649,0,1307.1517335800206
670.8,0,93.59999999999991,8760.959999999983,0,1314.045311488335
671.4,0,94.19999999999993,8873.639999999987,0,1320.9832210873797
672,0,94.79999999999995,8987.039999999992,0,1327.965462377153
672.6,0.1,95.39999999999998,9101.159999999996,9.539999999999997,1334.992035357655
673.2,629.6,96,9216,60441.600000000006,1342.0629400288858
673.8,629.6,96.59999999999991,9331.559999999983,60819.35999999994,1349.1781763908439
674.4,1090.7,97.19999999999993,9447.839999999987,106016.03999999994,1356.337744443532
675,2375.1,97.79999999999995,9564.839999999991,232284.77999999988,1363.541644186949
675.6,3078.3,98.39999999999998,9682.559999999996,302904.72,1370.7898756210948
676.2,30.5,99,9801,3019.5,1378.0824387459688
676.8,0,99.59999999999991,9920.159999999982,0,1385.4193335615705
677.4,2708.6,100.19999999999993,10040.039999999986,271401.7199999998,1392.8005600679026
678,2335.8,100.79999999999995,10160.63999999999,235448.63999999993,1400.226118264963
678.6,2335.8,101.39999999999998,10281.959999999995,236850.11999999997,1407.6960081527523
679.2,1550,102,10404,158100,1415.21022973127
679.8,3151.9,102.59999999999991,10526.759999999982,323384.9399999997,1422.7687830005152
680.4,2919.1,103.19999999999993,10650.239999999985,301251.11999999976,1430.3716679604906
681,2919.1,103.79999999999995,10774.439999999991,303002.57999999984,1438.0188846111948
681.6,0,104.39999999999998,10899.359999999995,0,1445.7104329526276
682.2,0,105,11025,0,1453.446312984789
682.8,0,105.59999999999991,11151.35999999998,0,1461.226524707678
683.4,0,106.19999999999993,11278.439999999986,0,1469.0510681212968
684,0,106.79999999999995,11406.23999999999,0,1476.9199432256446
684.6,0,107.39999999999998,11534.759999999995,0,1484.833150020721
685.2,0,108,11664,0,1492.7906885065263
685.8,0,108.59999999999991,11793.959999999981,0,1500.7925586830584
686.4,0,109.19999999999993,11924.639999999985,0,1508.838760550321
687,0,109.79999999999995,12056.03999999999,0,1516.9292941083122
687.6,0,110.39999999999998,12188.159999999994,0,1525.0641593570322
688.2,0,111,12321,0,1533.2433562964811
688.8,0,111.59999999999991,12454.55999999998,0,1541.4668849266568
689.4,0,112.19999999999993,12588.839999999986,0,1549.7347452475633
690,0,112.79999999999995,12723.83999999999,0,1558.0469372591979
690.6,0,113.39999999999998,12859.559999999994,0,1566.4034609615614
691.2,0,114,12996,0,1574.804316354654
691.8,0,114.59999999999991,13133.15999999998,0,1583.2495034384733
692.4,0,115.19999999999993,13271.039999999985,0,1591.7390222130232
693,0,115.79999999999995,13409.63999999999,0,1600.2728726783016
693.6,0,116.39999999999998,13548.959999999995,0,1608.8510548343088
694.2,0,117,13689,0,1617.4735686810448
694.8,0,117.59999999999991,13829.759999999978,0,1626.1404142185079
695.4,0,118.19999999999993,13971.239999999983,0,1634.8515914467011
696,0,118.79999999999995,14113.43999999999,0,1643.6071003656234
696.6,0,119.39999999999998,14256.359999999995,0,1652.4069409752742
697.2,0,120,14400,0,1661.2511132756536
697.8,0,120.59999999999991,14544.359999999979,0,1670.13961726676
698.4,0,121.19999999999993,14689.439999999984,0,1679.0724529485972
699,0,121.79999999999995,14835.239999999989,0,1688.0496203211628
699.6,0,122.39999999999998,14981.759999999995,0,1697.0711193844572
700.2,0,123,15129,0,1706.1369501384802
700.8,0,123.59999999999991,15276.959999999977,0,1715.2471125832303
701.4,0,124.19999999999993,15425.639999999983,0,1724.4016067187108
702,0,124.79999999999995,15575.039999999988,0,1733.6004325449203
702.6,0,125.39999999999998,15725.159999999994,0,1742.8435900618583
703.2,0,126,15876,0,1752.131079269525
703.8,0,126.59999999999991,16027.559999999978,0,1761.4629001679186
704.4,0,127.19999999999993,16179.839999999982,0,1770.8390527570427
705,0,127.79999999999995,16332.83999999999,0,1780.2595370368958
705.6,0,128.39999999999998,16486.559999999994,0,1789.7243530074772
706.2,0,129,16641,0,1799.2335006687877
706.8,0,129.5999999999999,16796.159999999978,0,1808.786980020825
